street_name_normalised,electoral_street_name_raw,electoral_rule_count,electoral_section_numbers,anncsu_street_name_normalised,anncsu_odonimo,anncsu_progressivo_nazionale,anncsu_total_accesses,crosswalk_status,match_method,confidence,notes
VIA L SIGNORELLI,VIA L. SIGNORELLI,1,32,VIA LUCA SIGNORELLI,VIA LUCA SIGNORELLI,1245580,10,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA L STELLA,VIA L. STELLA,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA LAMARMORA,VIA LAMARMORA,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA LAMBRUSCO,VIA LAMBRUSCO,1,62,VIA LAMBRUSCO,VIA LAMBRUSCO,1245565,3,matched,normalized_exact,high,
VIA LIGURIA,VIA LIGURIA,1,23,VIA LIGURIA,VIA LIGURIA,1245574,41,matched,normalized_exact,high,
VIA LIPARI,VIA LIPARI,1,22,VIA LIPARI,VIA LIPARI,1245575,9,matched,normalized_exact,high,
VIA LISSANIA,VIA LISSANIA,1,8,VIA LISSANIA,VIA LISSANIA,1245576,18,matched,normalized_exact,high,
VIA LOMBARDIA,VIA LOMBARDIA,1,23,VIA LOMBARDIA,VIA LOMBARDIA,1245577,37,matched,normalized_exact,high,
VIA LUIGI DI SARRO,VIA LUIGI DI SARRO,1,18,VIA LUIGI DI SARRO,VIA LUIGI DI SARRO,1245582,18,matched,normalized_exact,high,
VIA LUIGI PIRANDELLO,VIA LUIGI PIRANDELLO,1,37,VIA LUIGI PIRANDELLO,VIA LUIGI PIRANDELLO,1245586,19,matched,normalized_exact,high,
VIA LUPIA,VIA LUPIA,1,23,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA M BIAGI,VIA M. BIAGI,1,53,VIA MARCO BIAGI,VIA MARCO BIAGI,1246222,3,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA M BUONARROTI,VIA M. BUONARROTI,1,31,VIA MICHELANGELO BUONARROTI,VIA MICHELANGELO BUONARROTI,1245639,48,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA M DANTONA,VIA M. DANTONA,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA M DE BIASE,VIA M. DE BIASE,1,32,VIA MATTEO DE BIASE,VIA MATTEO DE BIASE,1245626,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA M K GANDHI,VIA M. K. GANDHI,1,58,VIA MOHANDAS KARAMCHAND GANDHI,VIA MOHANDAS KARAMCHAND GANDHI,1245376,31,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA M PANE,VIA M. PANE,1,43,VIA MICHELE PANE,VIA MICHELE PANE,1245722,17,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MACELLO VECCHIO,VIA MACELLO VECCHIO,1,7,VIA MACELLO VECCHIO,VIA MACELLO VECCHIO,1246138,19,matched,normalized_exact,high,
VIA MADONNA DEL CARMINE,VIA MADONNA DEL CARMINE,1,39,VIA MADONNA DEL CARMINE,VIA MADONNA DEL CARMINE,1245593,17,matched,normalized_exact,high,
VIA MAESTRALE,VIA MAESTRALE,1,49,VIA MAESTRALE,VIA MAESTRALE,1246240,0,matched,normalized_exact,high,
VIA MAGENTA,VIA MAGENTA,1,39,VIA MAGENTA,VIA MAGENTA,1245594,51,matched,normalized_exact,high,
VIA MAGG TOSELLI,VIA MAGG. TOSELLI,1,38,VIA MAGGIORE TOSELLI,VIA MAGGIORE TOSELLI,1245596,20,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MAGGIORDOMO,VIA MAGGIORDOMO,1,8,VIA MAGGIORDOMO,VIA MAGGIORDOMO,1245595,25,matched,normalized_exact,high,
VIA MAGNA GRECIA,VIA MAGNA GRECIA,1,60,VIA MAGNA GRECIA,VIA MAGNA GRECIA,1245597,9,matched,normalized_exact,high,
VIA MALVASIA,VIA MALVASIA,1,62,VIA MALVASIA,VIA MALVASIA,1245601,0,matched,normalized_exact,high,
VIA MANLIO ROSSI DORIA,VIA MANLIO ROSSI DORIA,1,35,VIA MANLIO ROSSI DORIA,VIA MANLIO ROSSI DORIA,1246136,10,matched,normalized_exact,high,
VIA MANZONI,VIA MANZONI,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MARCELLO II PAPA,VIA MARCELLO II (PAPA),1,19,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MARCHE,VIA MARCHE,1,22,VIA MARCHE,VIA MARCHE,1245608,23,matched,normalized_exact,high,
VIA MARIA LUZZO,VIA MARIA LUZZO,1,41,VIA MARIA LUZZO,VIA MARIA LUZZO,1246107,46,matched,normalized_exact,high,
VIA MARSALA,VIA MARSALA,1,10,VIA MARSALA,VIA MARSALA,1245615,6,matched,normalized_exact,high,
VIA MARTE,VIA MARTE,1,27,VIA MARTE,VIA MARTE,1245618,5,matched,normalized_exact,high,
VIA MARTIN LUTER KING,VIA MARTIN LUTER KING,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MARTIRI DELLE FOIBE,VIA MARTIRI DELLE FOIBE,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MARTIRI DI NASSIRIYA,VIA MARTIRI DI NASSIRIYA,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MARZABOTTO,VIA MARZABOTTO,1,32,VIA MARZABOTTO,VIA MARZABOTTO,1245623,6,matched,normalized_exact,high,
VIA MASSIMO CAMPIGLI,VIA MASSIMO CAMPIGLI,1,55,VIA MASSIMO CAMPIGLI,VIA MASSIMO CAMPIGLI,1245624,8,matched,normalized_exact,high,
VIA MASTROIANNI GIUSEPPE,VIA MASTROIANNI GIUSEPPE,1,24,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MATARAZZO,VIA MATARAZZO,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MATTIA PRETI,VIA MATTIA PRETI,1,75,VIA MATTIA PRETI,VIA MATTIA PRETI,1245627,6,matched,normalized_exact,high,
VIA MEDAGLIE D ORO,VIA MEDAGLIE D'ORO,1,42,VIA MEDAGLIE D ORO,VIA MEDAGLIE D'ORO,1245631,12,matched,normalized_exact,high,
VIA MESSINA,VIA MESSINA,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA METAURO,VIA METAURO,1,14,VIA METAURO,VIA METAURO,1245638,8,matched,normalized_exact,high,
VIA MICHELE NICOTERA,VIA MICHELE NICOTERA,1,75,VIA MICHELE NICOTERA,VIA MICHELE NICOTERA,1245641,18,matched,normalized_exact,high,
VIA MILANO,VIA MILANO,1,41,VIA MILANO,VIA MILANO,1245643,70,matched,normalized_exact,high,
VIA MILAZZO,VIA MILAZZO,1,69,VIA MILAZZO,VIA MILAZZO,1246197,12,matched,normalized_exact,high,
VIA MILITE IGNOTO,VIA MILITE IGNOTO,1,4,VIA MILITE IGNOTO,VIA MILITE IGNOTO,1245645,94,matched,normalized_exact,high,
VIA MINERVA,VIA MINERVA,1,52,VIA MINERVA,VIA MINERVA,1245647,3,matched,normalized_exact,high,
VIA MIRELLA STAGLIANO,VIA MIRELLA STAGLIANO',1,77,VIA MIRELLA STAGLIANO,VIA MIRELLA STAGLIANO',1246208,12,matched,normalized_exact,high,
VIA MISASI,VIA MISASI,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MOLISE,VIA MOLISE,1,23,VIA MOLISE,VIA MOLISE,1245651,24,matched,normalized_exact,high,
VIA MONACI,VIA MONACI,1,3,VIA MONACI,VIA MONACI,1245652,14,matched,normalized_exact,high,
VIA MONS A DAVOLI,VIA MONS. A. DAVOLI,3,66; 67,VIA MONSIGNOR AZIO DAVOLI,VIA MONSIGNOR AZIO DAVOLI,1245783,172,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MONS COSTANZO,VIA MONS. COSTANZO,1,41,VIA MONSIGNOR COSTANZO,VIA MONSIGNOR COSTANZO,1245654,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MONS E GIAMBRO,VIA MONS. E. GIAMBRO,1,18,VIA MONSIGNORE EUGENIO GIAMBRO,VIA MONSIGNORE EUGENIO GIAMBRO',1245655,4,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MONS G T PERRONE,VIA MONS. G. T. PERRONE,1,18,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONS GATTI,VIA MONS. GATTI,1,21,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONS MAIOLO,VIA MONS. MAIOLO,1,21,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONS MOIETTA,VIA MONS. MOIETTA,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONS R LUISI,VIA MONS. R. LUISI,1,18,VIA MONSIGNORE RENATO LUISI,VIA MONSIGNORE RENATO LUISI,1245657,36,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MONSIGNORA DAVOLI,VIA MONS.A. DAVOLI,1,67,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONTALTO,VIA MONTALTO,1,30,VIA MONTALTO,VIA MONTALTO,1245660,2,matched,normalized_exact,high,
VIA MONTANARA,VIA MONTANARA,1,32,VIA MONTANARA,VIA MONTANARA,1245661,15,matched,normalized_exact,high,
VIA MONTE BOTTE DONATO,VIA MONTE BOTTE DONATO,1,30,VIA MONTE BOTTE DONATO,VIA MONTE BOTTE DONATO,1246095,11,matched,normalized_exact,high,
VIA MONTE CARDONETO,VIA MONTE CARDONETO,1,30,VIA MONTE CARDONETO,VIA MONTE CARDONETO,1246291,16,matched,normalized_exact,high,
VIA MONTE CARRUMANGO,VIA MONTE CARRUMANGO,1,30,VIA MONTE CARRUMANGO,VIA MONTE CARRUMANGO,1245662,3,matched,normalized_exact,high,
VIA MONTE CASTELLUZZO,VIA MONTE CASTELLUZZO,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONTE COCUZZO,VIA MONTE COCUZZO,1,30,VIA MONTE COCUZZO,VIA MONTE COCUZZO,1245663,6,matched,normalized_exact,high,
VIA MONTE COMUNELLI,VIA MONTE COMUNELLI,1,30,VIA MONTE COMUNELLI,VIA MONTE COMUNELLI,1246194,4,matched,normalized_exact,high,
VIA MONTE CONTRO,VIA MONTE CONTRO',1,30,VIA MONTE CONTRO,VIA MONTE CONTRO',1246119,5,matched,normalized_exact,high,
VIA MONTE COVELLO,VIA MONTE COVELLO,1,30,VIA MONTE COVELLO,VIA MONTE COVELLO,1245664,2,matched,normalized_exact,high,
VIA MONTE CRISTO,VIA MONTE CRISTO,1,30,VIA MONTE CRISTO,VIA MONTE CRISTO,1245665,13,matched,normalized_exact,high,
VIA MONTE FAETO,VIA MONTE FAETO,1,30,VIA MONTE FAETO,VIA MONTE FAETO,1246093,2,matched,normalized_exact,high,
VIA MONTE GARIGLIONE,VIA MONTE GARIGLIONE,1,30,VIA MONTE GARIGLIONE,VIA MONTE GARIGLIONE,1246096,10,matched,normalized_exact,high,
VIA MONTE GIOVE,VIA MONTE GIOVE,1,30,VIA MONTE GIOVE,VIA MONTE GIOVE,1246092,2,matched,normalized_exact,high,
VIA MONTE GRAPPA,VIA MONTE GRAPPA,1,56,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA MONTE MANCUSO,VIA MONTE MANCUSO,1,30,VIA MONTE MANCUSO,VIA MONTE MANCUSO,1246152,6,matched,normalized_exact,high,
VIA MONTE PELLEGRINO,VIA MONTE PELLEGRINO,1,30,VIA MONTE PELLEGRINO,VIA MONTE PELLEGRINO,1245666,9,matched,normalized_exact,high,
VIA MONTE PIZZUTO,VIA MONTE PIZZUTO,1,30,VIA MONTE PIZZUTO,VIA MONTE PIZZUTO,1245667,10,matched,normalized_exact,high,
VIA MONTE PORTELLA,VIA MONTE PORTELLA,1,30,VIA MONTE PORTELLA,VIA MONTE PORTELLA,1245668,2,matched,normalized_exact,high,
VIA MONTE REVENTINO,VIA MONTE REVENTINO,1,30,VIA MONTE REVENTINO,VIA MONTE REVENTINO,1245669,25,matched,normalized_exact,high,
VIA MONTE RUGGIERO,VIA MONTE RUGGIERO,1,30,VIA MONTE RUGGIERO,VIA MONTE RUGGIERO,1245670,3,matched,normalized_exact,high,
VIA MONTE S NICOLA,VIA MONTE S. NICOLA,1,30,VIA MONTE SAN NICOLA,VIA MONTE SAN NICOLA,1246151,4,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA MONTE SANT ELIA,VIA MONTE SANT'ELIA,1,30,VIA MONTE SANT ELIA,VIA MONTE SANT'ELIA,1246091,6,matched,normalized_exact,high,
VIA MONTE SANTA MARIA,VIA MONTE SANTA MARIA,1,30,VIA MONTE SANTA MARIA,VIA MONTE SANTA MARIA,1246094,4,matched,normalized_exact,high,
VIA MONTE SANTO,VIA MONTE SANTO,1,30,VIA MONTE SANTO,VIA MONTE SANTO,1246128,1,matched,normalized_exact,high,
VIA MONTE SCUDIERO,VIA MONTE SCUDIERO,1,30,VIA MONTE SCUDIERO,VIA MONTE SCUDIERO,1245671,3,matched,normalized_exact,high,
VIA MONTE SCURO,VIA MONTE SCURO,1,30,VIA MONTE SCURO,VIA MONTE SCURO,1246118,12,matched,normalized_exact,high,
VIA MONTE SORBELLO,VIA MONTE SORBELLO,1,30,VIA MONTE SORBELLO,VIA MONTE SORBELLO,1246178,1,matched,normalized_exact,high,
VIA MONTE SPINA,VIA MONTE SPINA,1,30,VIA MONTE SPINA,VIA MONTE SPINA,1246239,31,matched,normalized_exact,high,
VIA MONTE TIRIOLO,VIA MONTE TIRIOLO,1,30,VIA MONTE TIRIOLO,VIA MONTE TIRIOLO,1245672,10,matched,normalized_exact,high,
VIA MONTEBELLO,VIA MONTEBELLO,1,68,VIA MONTEBELLO,VIA MONTEBELLO,1245673,42,matched,normalized_exact,high,
VIA MONTELLO,VIA MONTELLO,1,52,VIA MONTELLO,VIA MONTELLO,1245675,8,matched,normalized_exact,high,
VIA MONTELUNGO,VIA MONTELUNGO,1,3,VIA MONTELUNGO,VIA MONTELUNGO,1245676,3,matched,normalized_exact,high,
VIA MONTENERO,VIA MONTENERO,1,9,VIA MONTENERO,VIA MONTENERO,1245677,9,matched,normalized_exact,high,
VIA MONZABANO,VIA MONZABANO,1,68,VIA MONZABANO,VIA MONZABANO,1245679,18,matched,normalized_exact,high,
VIA MOSCONA,VIA MOSCONA',1,27,VIA MOSCONA,VIA MOSCONA',1245680,8,matched,normalized_exact,high,
VIA MULINO DEL PRETE,VIA MULINO DEL PRETE,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA N SAURO,VIA N. SAURO,1,4,VIA NAZARIO SAURO,VIA NAZARIO SAURO,1245686,18,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA N SPOSATO,VIA N. SPOSATO,1,36,VIA NICOLA SPOSATO,VIA NICOLA SPOSATO,1245700,86,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA NAPOLEONE BRUNO RUBERTO,VIA NAPOLEONE BRUNO RUBERTO,1,76,VIA NAPOLEONE BRUNO RUBERTO,VIA NAPOLEONE BRUNO RUBERTO,1246165,13,matched,normalized_exact,high,
VIA NAPOLI,VIA NAPOLI,1,42,VIA NAPOLI,VIA NAPOLI,1245685,17,matched,normalized_exact,high,
VIA NATUZZA EVOLO,VIA NATUZZA EVOLO,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA NICCOLO PAGANINI,VIA NICCOLO' PAGANINI,1,76,VIA NICCOLO PAGANINI,VIA NICCOLO' PAGANINI,1245690,18,matched,normalized_exact,high,
VIA NICE GARGANO,VIA NICE GARGANO,1,28,VIA NICE GARGANO,VIA NICE GARGANO,1246183,16,matched,normalized_exact,high,
VIA NICOLA FRANZI,VIA NICOLA FRANZI',1,31,VIA NICOLA FRANZI,VIA NICOLA FRANZI',1245692,4,matched,normalized_exact,high,
VIA NICOLA NICOTERA,VIA NICOLA NICOTERA,1,69,VIA NICOLA NICOTERA,VIA NICOLA NICOTERA,1245693,32,matched,normalized_exact,high,
VIA NINFA GIUSTI NICOTERA,VIA NINFA GIUSTI NICOTERA,1,55,VIA NINFA GIUSTI NICOTERA,VIA NINFA GIUSTI NICOTERA,1246146,3,matched,normalized_exact,high,
VIA NINO BIXIO,VIA NINO BIXIO,1,41,VIA NINO BIXIO,VIA NINO BIXIO,1245694,11,matched,normalized_exact,high,
VIA NOBILE,VIA NOBILE,1,39,VIA NOBILE,VIA NOBILE,1245698,35,matched,normalized_exact,high,
VIA NUNZIO,VIA NUNZIO,1,34,VIA NUNZIO,VIA NUNZIO,1245703,14,matched,normalized_exact,high,
VIA OBERDAN,VIA OBERDAN,1,4,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA OCINARO,VIA OCINARO,1,21,VIA OCINARO,VIA OCINARO,1245704,7,matched,normalized_exact,high,
VIA OSLAVIA,VIA OSLAVIA,1,39,VIA OSLAVIA,VIA OSLAVIA,1245707,14,matched,normalized_exact,high,
VIA OSVALDO CERMINARA,VIA OSVALDO CERMINARA,1,67,VIA OSVALDO CERMINARA,VIA OSVALDO CERMINARA,1246260,12,matched,normalized_exact,high,
VIA P BADOGLIO,VIA P. BADOGLIO,1,42,VIA PIETRO BADOGLIO,VIA PIETRO BADOGLIO,1245752,35,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA P CELLI,VIA P. CELLI,1,8,VIA PASQUALE CELLI,VIA PASQUALE CELLI,1245732,18,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA P GIULIANI,VIA P. GIULIANI,1,3,VIA PASQUALE GIULIANI,VIA PASQUALE GIULIANI,1245733,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA P MATTARELLA,VIA P. MATTARELLA,1,15,VIA PIERSANTI MATTARELLA,VIA PIERSANTI MATTARELLA,1245749,25,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA P NENNI,VIA P. NENNI,1,74,VIA PIETRO NENNI,VIA PIETRO NENNI,1245754,60,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA P PALADINO,VIA P. PALADINO,1,32,VIA PASQUALE PALADINO,VIA PASQUALE PALADINO,1246206,6,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA PADRE A DA OLIVADI,VIA PADRE A. DA OLIVADI,1,41,VIA PADRE ANTONIO DA OLIVADI,VIA PADRE ANTONIO DA OLIVADI,1246217,1,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA PADRE ALFONSO DI BARTOLO,VIA PADRE ALFONSO DI BARTOLO,2,29; 66,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PADRE ELIA IANNAZZO,VIA PADRE ELIA IANNAZZO,1,38,VIA PADRE ELIA IANNAZZO,VIA PADRE ELIA IANNAZZO,1245289,32,matched,normalized_exact,high,
VIA PADRE F LONGO,VIA PADRE F. LONGO,1,41,VIA PADRE FRANCESCO LONGO,VIA PADRE FRANCESCO LONGO,1245712,26,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA PADRE F TROMBETTA,VIA PADRE F. TROMBETTA,1,41,VIA PADRE FRANCESCO TROMBETTA,VIA PADRE FRANCESCO TROMBETTA,1245713,8,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA PADRE G MELACRINO,VIA PADRE G. MELACRINO',1,41,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PADRE ILARIONE DA FEROLETO,VIA PADRE ILARIONE DA FEROLETO,1,41,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PADRE L ALLEVATO,VIA PADRE L. ALLEVATO,1,41,VIA PADRE LUIGI ALLEVATO,VIA PADRE LUIGI ALLEVATO,1245714,20,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA PADRE M F GATTO,VIA PADRE M. F. GATTO,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PADRE MICHELE DA SAMBIASE,VIA PADRE MICHELE DA SAMBIASE,1,41,VIA PADRE MICHELE DA SAMBIASE,VIA PADRE MICHELE DA SAMBIASE,1245640,35,matched,normalized_exact,high,
VIA PADRE PIO DA PIETRALCINA,VIA PADRE PIO DA PIETRALCINA,1,6,VIA PADRE PIO DA PIETRALCINA,VIA PADRE PIO DA PIETRALCINA,1246247,0,matched,normalized_exact,high,
VIA PALBO NERUDA,VIA PALBO NERUDA,1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PALERMO,VIA PALERMO,1,36,VIA PALERMO,VIA PALERMO,1245717,37,matched,normalized_exact,high,
VIA PALESTRO,VIA PALESTRO,1,39,VIA PALESTRO,VIA PALESTRO,1245718,53,matched,normalized_exact,high,
VIA PALMIERI,VIA PALMIERI,1,10,VIA PALMIERI,VIA PALMIERI,1245720,14,matched,normalized_exact,high,
VIA PAOLINI CERRA,VIA PAOLINI CERRA,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PAOLO ORSI,VIA PAOLO ORSI,1,64,VIA PAOLO ORSI,VIA PAOLO ORSI,1245725,8,matched,normalized_exact,high,
VIA PAOLO VI,VIA PAOLO VI,1,18,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PASQUALE CERRA,VIA PASQUALE CERRA,1,77,VIA PASQUALE CERRA,VIA PASQUALE CERRA,1246205,5,matched,normalized_exact,high,
VIA PASQUALE D AMICO,VIA PASQUALE D'AMICO,1,42,VIA PASQUALE D AMICO,VIA PASQUALE D'AMICO,1245745,6,matched,normalized_exact,high,
VIA PASQUALE STANCATI,VIA PASQUALE STANCATI,1,25,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PAUL HARRIS,VIA PAUL HARRIS,1,58,VIA PAUL HARRIS,VIA PAUL HARRIS,1246281,13,matched,normalized_exact,high,
VIA PER CATANZARO,VIA PER CATANZARO,1,67,VIA PER CATANZARO,VIA PER CATANZARO,1245143,1,matched,normalized_exact,high,
VIA PER PIANO LUPPINO,VIA PER PIANO LUPPINO,1,40,VIA PER PIANO LUPPINO,VIA PER PIANO LUPPINO,1245742,12,matched,normalized_exact,high,
VIA PERSICARA,VIA PERSICARA,1,56,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PESCHIERA,VIA PESCHIERA,1,69,VIA PESCHIERA,VIA PESCHIERA,1245738,15,matched,normalized_exact,high,
VIA PETER BENENSON,VIA PETER BENENSON,1,66,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PETRARCA,VIA PETRARCA,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PIAVE,VIA PIAVE,1,6,VIA PIAVE,VIA PIAVE,1245744,52,matched,normalized_exact,high,
VIA PIEMONTE,VIA PIEMONTE,1,23,VIA PIEMONTE,VIA PIEMONTE,1245748,20,matched,normalized_exact,high,
VIA PIERO GOBETTI,VIA PIERO GOBETTI,1,35,VIA PIERO GOBETTI,VIA PIERO GOBETTI,1246189,6,matched,normalized_exact,high,
VIA PIETRO ANTONIO MARASCO,VIA PIETRO ANTONIO MARASCO,1,37,VIA PIETRO ANTONIO MARASCO,VIA PIETRO ANTONIO MARASCO,1245750,20,matched,normalized_exact,high,
VIA PIETRO CALIGIURI,VIA PIETRO CALIGIURI,1,62,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PIETRO MANCINI,VIA PIETRO MANCINI,1,67,VIA PIETRO MANCINI,VIA PIETRO MANCINI,1246231,17,matched,normalized_exact,high,
VIA PIETRO MASCAGNI,VIA PIETRO MASCAGNI,1,75,VIA PIETRO MASCAGNI,VIA PIETRO MASCAGNI,1245753,13,matched,normalized_exact,high,
VIA PIETRO MENNEA 6,"VIA PIETRO MENNEA, 6",1,52,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PIO XII,VIA PIO XII,1,18,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PISA,VIA PISA,1,42,VIA PISA,VIA PISA,1245760,33,matched,normalized_exact,high,
VIA PISANELLI,VIA PISANELLI,1,41,VIA PISANELLI,VIA PISANELLI,1245761,38,matched,normalized_exact,high,
VIA PO,VIA PO,1,6,VIA PO,VIA PO,1245764,44,matched,normalized_exact,high,
VIA PODGORA,VIA PODGORA,1,36,VIA PODGORA,VIA PODGORA,1245765,5,matched,normalized_exact,high,
VIA PONENTINO,VIA PONENTINO,1,49,VIA PONENTINO,VIA PONENTINO,1246195,1,matched,normalized_exact,high,
VIA PONTE BAGNI,VIA PONTE BAGNI,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PONTE S ANTONIO,VIA PONTE S.ANTONIO,1,6,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA POSITANO,VIA POSITANO,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PROVINCIALE,VIA PROVINCIALE,1,30,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA PUGLIE,VIA PUGLIE,1,22,VIA PUGLIE,VIA PUGLIE,1245784,27,matched,normalized_exact,high,
VIA QUARTO,VIA QUARTO,1,36,VIA QUARTO,VIA QUARTO,1245787,2,matched,normalized_exact,high,
VIA R D ALTAVILLA,VIA R. D' ALTAVILLA,1,69,VIA RUGGERO D ALTAVILLA,VIA RUGGERO D'ALTAVILLA,1245817,11,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R DE SANDO,VIA R. DE SANDO,1,40,VIA ROSALBINO DE SANDO,VIA ROSALBINO DE SANDO,1246223,1,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R IL GUISCARDO,VIA R. IL GUISCARDO,4,65; 70,VIA ROBERTO IL GUISCARDO,VIA ROBERTO IL GUISCARDO,1245808,236,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R LANZINO,VIA R. LANZINO,1,69,VIA ROBERTA LANZINO,VIA ROBERTA LANZINO,1245806,102,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
